siteID_1,areaCoverage_1,siteID_10...3,areaCoverage_10...4,siteID_2,areaCoverage_2,siteID_10...7,areaCoverage_10...8,siteID_3,areaCoverage_3,siteID_4,areaCoverage_4,siteID_10...13,areaCoverage_10...14,siteID_5,areaCoverage_5,siteID_10...17,areaCoverage_10...18,siteID_6,areaCoverage_6,siteID_10...21,areaCoverage_10...22,siteID_7,areaCoverage_7,siteID_10...25,areaCoverage_10...26,siteID_8,areaCoverage_8,siteID_10...29,areaCoverage_10...30,siteID_9,areaCoverage_9,siteID_10...33,areaCoverage_10...34,siteID_10...35,areaCoverage_10...36
OKG2,72.2887,NA,NA,CRP2,71.5812,NA,NA,CRP2,71.5812,NIC9,72.2775,NA,NA,UCD3,69.1299,NA,NA,CRP2,71.5812,NA,NA,OKG3,72.289,NA,NA,CRP1,71.5812,NA,NA,CRP2,71.5812,NA,NA,OKG2,72.2887
MRD2C,53.5614,NA,NA,OAKB,55.7734,NA,NA,MAD1,55.9068,DRY4,53.316,NA,NA,DRY4,52.9111,NA,NA,MAD1,55.9068,NA,NA,MRD3,53.5588,NA,NA,ONEC,55.7771,NA,NA,OAKB,55.7734,NA,NA,CLO5,54.7291
MAD13,39.1472,NA,NA,CLO3,40.3355,NA,NA,CLO2,40.469,CR68,40.0557,NA,NA,CR67,39.6517,NA,NA,CLO5,40.4752,NA,NA,MAD13,39.1446,NA,NA,PRI5,39.7391,NA,NA,CLO5,40.3418,NA,NA,MAD13,40.3148
CR96,25.885,NA,NA,CR93,27.0772,NA,NA,CR91,27.2091,DUN1,28.571,NA,NA,KIN3,28.006,NA,NA,CR91,27.2153,NA,NA,CR66,25.8824,NA,NA,CR94,26.4799,NA,NA,CR68,27.0815,NA,NA,CR93,27.0565
PSK4,18.4724,NA,NA,CHI4,17.5134,NA,NA,RED5,18.477,SIL1,18.2553,NA,NA,RED5,16.2524,NA,NA,CHI2,17.6473,NA,NA,TIN10,19.2769,NA,NA,TIN10,19.647,NA,NA,CHI2,17.5135,NA,NA,RED7,17.9263
CRE6,12.5383,NA,NA,SMAR4,11.5363,NA,NA,CRE4,12.5441,CRE7,12.3213,NA,NA,UKI7,10.3042,NA,NA,CRE5,11.7145,NA,NA,PLA1,13.2958,NA,NA,CRE6,13.7129,NA,NA,CRE8,11.5793,NA,NA,CRE6,11.9923
TIN10,7.0633,NA,NA,BS2,6.8274,NA,NA,HAT2,8.0909,NAP1,7.5246,NA,NA,CRE6,4.535,NA,NA,BS2,7.2482,NA,NA,CRE4,7.3634,NA,NA,PSK2,9.0711,NA,NA,BS2,6.9381,NA,NA,DIA5,7.575
HAT4,3.178,NA,NA,PLA3,4.3882,NA,NA,PEN10,5.1068,CTW2,3.3155,NA,NA,NA,NA,NA,NA,SPRB,4.6936,NA,NA,CAS5,3.9873,NA,NA,BS2,4.4352,NA,NA,PSK4,4.6089,NA,NA,CAS5,4.2263
NA,NA,NA,NA,NA,NA,NA,NA,DUN1,2.6012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
